"gene","module","moduleLabel"
"SOCS1",1,"turquoise"
"MGST1",1,"turquoise"
"CYB5R1",1,"turquoise"
"RBM6",1,"turquoise"
"ASCL2",7,"black"
"OFD1",1,"turquoise"
"TPST2",2,"blue"
"ANKRD12",1,"turquoise"
"HOXC10",1,"turquoise"
"RASSF7",5,"green"
"LIMK2",1,"turquoise"
"UBE2M",1,"turquoise"
"FAH",1,"turquoise"
"FKBP9",1,"turquoise"
"GDI1",7,"black"
"D2HGDH",4,"yellow"
"MCEE",5,"green"
"CCDC104",2,"blue"
"AK1",3,"brown"
"DOCK2",3,"brown"
"PTPRO",1,"turquoise"
"GDPD3",1,"turquoise"
"UBE4B",2,"blue"
"SP2",1,"turquoise"
"RIT1",3,"brown"
"ZNF671",7,"black"
"TMED2",1,"turquoise"
"TMCO3",3,"brown"
"ERICH1",1,"turquoise"
"MIS12",1,"turquoise"
"SRFBP1",2,"blue"
"MGAT4A",1,"turquoise"
"DBR1",2,"blue"
"ADAM7",4,"yellow"
"LIG4",2,"blue"
"MKNK2",3,"brown"
"PAX5",1,"turquoise"
"APBA3",2,"blue"
"N4BP1",3,"brown"
"RUNX3",2,"blue"
"F12",3,"brown"
"SIRT1",1,"turquoise"
"HTRA1",1,"turquoise"
"PAPOLA",1,"turquoise"
"ZNF354A",2,"blue"
"IL10RB",3,"brown"
"KPNA6",1,"turquoise"
"PDSS2",2,"blue"
"TOMM22",5,"green"
"CYFIP2",2,"blue"
"AK5",1,"turquoise"
"GPM6A",1,"turquoise"
"TUBB6",1,"turquoise"
"SLC26A8",1,"turquoise"
"ARL5B",1,"turquoise"
"ATAD1",2,"blue"
"GRK6",1,"turquoise"
"ARL2BP",1,"turquoise"
"HPS6",2,"blue"
"TAPBP",1,"turquoise"
"IRF3",1,"turquoise"
"GUCA1C",1,"turquoise"
"NAB1",1,"turquoise"
"GRAMD1C",1,"turquoise"
"RAB11A",6,"red"
"GLO1",2,"blue"
"PLAU",1,"turquoise"
"SPSB2",2,"blue"
"NID1",1,"turquoise"
"GLDN",1,"turquoise"
"KLF13",2,"blue"
"GALM",2,"blue"
"HPGD",1,"turquoise"
"CXCR3",4,"yellow"
"TXLNA",7,"black"
"NIF3L1",4,"yellow"
"KLHL14",1,"turquoise"
"FAM89B",0,"grey"
"RNF141",4,"yellow"
"DDX56",2,"blue"
"ASB1",2,"blue"
"ARL6IP5",1,"turquoise"
"UBE2E2",2,"blue"
"EMR1",1,"turquoise"
"SFT2D1",6,"red"
"NCK1",1,"turquoise"
"HIPK3",1,"turquoise"
"AKAP8L",1,"turquoise"
"MRPL34",5,"green"
"GFM1",1,"turquoise"
"PITPNM2",1,"turquoise"
"CTBP2",1,"turquoise"
"KLHL9",1,"turquoise"
"SESN1",1,"turquoise"
"DNAJC9",5,"green"
"PSMB6",7,"black"
"NDUFA8",5,"green"
"LPIN2",2,"blue"
"RBM23",3,"brown"
"FAM19A1",1,"turquoise"
"LASP1",3,"brown"
"UBL3",6,"red"
"PEX11B",2,"blue"
"SIDT1",4,"yellow"
"TCEB1",1,"turquoise"
"SLC7A6",4,"yellow"
"ZBTB1",2,"blue"
"IQSEC1",3,"brown"
"RP9",7,"black"
"DYRK2",2,"blue"
"DPH5",5,"green"
"TRIM28",0,"grey"
"CSNK2B",2,"blue"
"ATP5J2",2,"blue"
"SMAD5",2,"blue"
"TP53I13",1,"turquoise"
"WDFY3",1,"turquoise"
"TCF7L2",1,"turquoise"
"MEP1A",1,"turquoise"
"ZNF608",1,"turquoise"
"ADAR",3,"brown"
"TP53TG3",1,"turquoise"
"STRA13",5,"green"
"ARHGAP9",3,"brown"
"SNHG10",1,"turquoise"
"DAP",1,"turquoise"
"TPSAB1",1,"turquoise"
"PSRC1",1,"turquoise"
"COTL1",1,"turquoise"
"PSME4",3,"brown"
"TGOLN2",2,"blue"
"NFKB2",1,"turquoise"
"PRPF19",6,"red"
"FNBP1",3,"brown"
"AIM2",1,"turquoise"
"MRPL22",5,"green"
"LIMD1",1,"turquoise"
"MLLT3",1,"turquoise"
"VPS37C",3,"brown"
"RANGAP1",4,"yellow"
"MGEA5",1,"turquoise"
"PLEKHO1",7,"black"
"ALKBH5",2,"blue"
"ADAMTS5",1,"turquoise"
"CXXC1",7,"black"
"FANCL",1,"turquoise"
"ZNF124",2,"blue"
"CDK10",7,"black"
"GLIPR1",6,"red"
"NIP7",4,"yellow"
"COL18A1",1,"turquoise"
"HIST1H2BO",1,"turquoise"
"ST6GALNAC1",1,"turquoise"
"ARIH2",4,"yellow"
"PPP4R2",2,"blue"
"RAB5B",2,"blue"
"RPL18",5,"green"
"TBX21",1,"turquoise"
"FEM1A",2,"blue"
"MKL1",1,"turquoise"
"TRIM52",5,"green"
"IER5",2,"blue"
"ANXA8",1,"turquoise"
"PEX3",2,"blue"
"SLC6A13",1,"turquoise"
"KIAA0101",1,"turquoise"
"CDS2",2,"blue"
"SPTAN1",2,"blue"
"SFXN1",1,"turquoise"
"RPS2",5,"green"
"HMBOX1",2,"blue"
"SASH1",1,"turquoise"
"SEMA4B",1,"turquoise"
"RORA",1,"turquoise"
"ZNF101",4,"yellow"
"HSD11B2",1,"turquoise"
"MARK2",1,"turquoise"
"ATP5O",1,"turquoise"
"PPM1D",2,"blue"
"LDLR",0,"grey"
"RHOC",1,"turquoise"
"ZNF256",4,"yellow"
"MCM6",2,"blue"
"DMRTB1",1,"turquoise"
"RHBDD2",2,"blue"
"TRA2A",2,"blue"
"PKIG",1,"turquoise"
"VBP1",1,"turquoise"
"RAMP2",1,"turquoise"
"CAMKK2",1,"turquoise"
"STARD4",1,"turquoise"
"SYF2",6,"red"
"GKAP1",2,"blue"
"CDH16",1,"turquoise"
"AIRE",2,"blue"
"HEXIM2",1,"turquoise"
"DPP7",7,"black"
"GNAS",1,"turquoise"
"RPLP0",5,"green"
"RPS27",1,"turquoise"
"ZBED1",3,"brown"
"RAB18",0,"grey"
"EGLN1",3,"brown"
"APAF1",3,"brown"
"PDXK",7,"black"
"FBXL3",2,"blue"
"DNAJC3",1,"turquoise"
"BMP2K",1,"turquoise"
"ALCAM",2,"blue"
"ARHGAP15",6,"red"
"PGM1",3,"brown"
"RC3H1",1,"turquoise"
"GYPE",1,"turquoise"
"SCML4",2,"blue"
"HSPD1",1,"turquoise"
"ITGB2",1,"turquoise"
"SLC27A1",2,"blue"
"SPTA1",1,"turquoise"
"NDUFS4",1,"turquoise"
"SLC30A7",1,"turquoise"
"M6PR",2,"blue"
"RPL8",5,"green"
"CRIM1",1,"turquoise"
"PHKA2",3,"brown"
"MLH3",1,"turquoise"
"COPA",2,"blue"
"ADRA1B",1,"turquoise"
"TAF7",1,"turquoise"
"HIST1H2BJ",0,"grey"
"CIDEB",0,"grey"
"CASP8",2,"blue"
"LRRC32",1,"turquoise"
"MRPS28",1,"turquoise"
"PHTF1",3,"brown"
"NUP160",1,"turquoise"
"CEACAM21",1,"turquoise"
"MAML3",1,"turquoise"
"SMARCC2",1,"turquoise"
"SYTL1",0,"grey"
"FAM110C",1,"turquoise"
"APOA1BP",4,"yellow"
"FGD2",1,"turquoise"
"ADCY4",1,"turquoise"
"HIST1H3F",1,"turquoise"
"RPH3AL",1,"turquoise"
"CAV2",1,"turquoise"
"TRIM59",1,"turquoise"
"ANAPC4",2,"blue"
"CANX",3,"brown"
"TNFRSF14",7,"black"
"MAP4K2",2,"blue"
"RAB11B",1,"turquoise"
"RPL3L",1,"turquoise"
"RABL2A",2,"blue"
"CHRNA3",1,"turquoise"
"B3GALT1",1,"turquoise"
"INTS1",7,"black"
"HEATR1",7,"black"
"VPS13C",1,"turquoise"
"TMCO1",1,"turquoise"
"IKBKG",3,"brown"
"MAPK6",5,"green"
"LMBRD1",6,"red"
"ACSL3",1,"turquoise"
"NECAP2",0,"grey"
"DEF6",1,"turquoise"
"SLC1A3",1,"turquoise"
"CLEC3B",1,"turquoise"
"PDCD10",2,"blue"
"ADAMTS4",1,"turquoise"
"HIBADH",4,"yellow"
"LIPF",1,"turquoise"
"FBXW7",1,"turquoise"
"DDX18",4,"yellow"
"EXT1",1,"turquoise"
"RHOQ",3,"brown"
"ZNF511",1,"turquoise"
"PRCP",2,"blue"
"NPDC1",1,"turquoise"
"SLC25A23",0,"grey"
"APOE",1,"turquoise"
"KIAA1683",0,"grey"
"PSMD4",1,"turquoise"
"F2RL3",1,"turquoise"
"THOC5",3,"brown"
"ENPP4",1,"turquoise"
"WNT7B",1,"turquoise"
"ZFP3",4,"yellow"
"BET1",3,"brown"
"ABCD1",1,"turquoise"
"EPAS1",1,"turquoise"
"TTC19",4,"yellow"
"SRM",2,"blue"
"COX6A2",1,"turquoise"
"ZNHIT3",0,"grey"
"DAD1",2,"blue"
"DERL1",1,"turquoise"
"HAPLN3",2,"blue"
"TNNI3K",1,"turquoise"
"RNF6",1,"turquoise"
"TAF9B",1,"turquoise"
"DGKK",1,"turquoise"
"RAC2",0,"grey"
"RAB38",1,"turquoise"
"IL17D",1,"turquoise"
"SLAMF7",2,"blue"
"PAK3",1,"turquoise"
"SLC26A11",1,"turquoise"
"RAB8A",2,"blue"
"CD82",1,"turquoise"
"NPC2",2,"blue"
"ATP1A3",1,"turquoise"
"HOMER2",1,"turquoise"
"PPFIBP2",7,"black"
"RALGDS",1,"turquoise"
"ZNF672",2,"blue"
"RPLP2",1,"turquoise"
"LILRB1",2,"blue"
"AKAP7",1,"turquoise"
"TPR",2,"blue"
"SLC35A4",0,"grey"
"ROM1",1,"turquoise"
"UQCRC1",0,"grey"
"C1RL",3,"brown"
"RAB4B",1,"turquoise"
"CSAD",1,"turquoise"
"AQR",2,"blue"
"RTN4",4,"yellow"
"MOAP1",1,"turquoise"
"ARG2",1,"turquoise"
"RPA2",1,"turquoise"
"RBM14",4,"yellow"
"SH3PXD2A",4,"yellow"
"TMEM159",1,"turquoise"
"RAF1",6,"red"
"MYNN",2,"blue"
"TUBA1A",3,"brown"
"ABHD14A",3,"brown"
"TNFRSF8",1,"turquoise"
"LIPC",1,"turquoise"
"HOMER3",1,"turquoise"
"PTBP2",2,"blue"
"COQ5",4,"yellow"
"ARSA",3,"brown"
"ZNF331",1,"turquoise"
"LSR",1,"turquoise"
"WBSCR22",4,"yellow"
"NSUN2",1,"turquoise"
"TM9SF4",1,"turquoise"
"NIPSNAP1",1,"turquoise"
"COMMD7",5,"green"
"CCDC14",1,"turquoise"
"ZNF304",1,"turquoise"
"AKT2",1,"turquoise"
"CRYGA",1,"turquoise"
"SUSD4",1,"turquoise"
"SLC27A3",7,"black"
"ARRB2",1,"turquoise"
"MAN2B1",0,"grey"
"GLT1D1",1,"turquoise"
"FABP2",1,"turquoise"
"DNASE2",2,"blue"
"SFMBT2",1,"turquoise"
"IQGAP2",4,"yellow"
"TLK1",0,"grey"
"HAPLN4",1,"turquoise"
"COQ2",6,"red"
"QPCT",0,"grey"
"TOM1",3,"brown"
"YRDC",1,"turquoise"
"RABEP1",1,"turquoise"
"FAM3A",2,"blue"
"SLC25A43",1,"turquoise"
"PDK3",3,"brown"
"SH3GL3",1,"turquoise"
"DCK",2,"blue"
"RPS6KB2",7,"black"
"MEF2B",1,"turquoise"
"MTCP1",1,"turquoise"
"STXBP3",1,"turquoise"
"FPGT",1,"turquoise"
"NAGPA",2,"blue"
"CYBA",2,"blue"
"TPM4",1,"turquoise"
"ACAD11",4,"yellow"
"SNAPC3",1,"turquoise"
"PALLD",4,"yellow"
"TMEM127",3,"brown"
"KCNJ10",1,"turquoise"
"ST3GAL1",2,"blue"
"CYTL1",1,"turquoise"
"KIF5C",2,"blue"
"GSTM4",1,"turquoise"
"STYX",1,"turquoise"
"MICB",2,"blue"
"FAM43A",5,"green"
"BATF",5,"green"
"RPL26L1",2,"blue"
"ORMDL1",2,"blue"
"MAP3K11",0,"grey"
"POLR2I",5,"green"
"MTX3",4,"yellow"
"NAP1L3",1,"turquoise"
"MRPS21",5,"green"
"DPM3",5,"green"
"SRRM2",1,"turquoise"
"AKR1C2",1,"turquoise"
"GSPT2",4,"yellow"
"GDPD5",1,"turquoise"
"PEX6",1,"turquoise"
"P2RY11",7,"black"
"CLEC10A",1,"turquoise"
"GBAS",1,"turquoise"
"IGF2BP3",1,"turquoise"
"TMEM41B",1,"turquoise"
"SLC37A2",1,"turquoise"
"SHMT2",4,"yellow"
"NBL1",1,"turquoise"
"UFC1",5,"green"
"ZNF708",2,"blue"
"TEKT2",1,"turquoise"
"PLEKHG2",1,"turquoise"
"ENPP1",1,"turquoise"
"TNFRSF21",1,"turquoise"
"EHD3",1,"turquoise"
"DTX3L",1,"turquoise"
"MED28",5,"green"
"KCTD13",0,"grey"
"USP7",1,"turquoise"
"WDR26",2,"blue"
"ADAMDEC1",1,"turquoise"
"NAGS",1,"turquoise"
"MAGEH1",1,"turquoise"
"METAP1",4,"yellow"
"DYNLL1",1,"turquoise"
"HIST1H4E",4,"yellow"
"PSMB9",2,"blue"
"FARSB",1,"turquoise"
"LYSMD3",2,"blue"
"SAFB2",1,"turquoise"
"PRKCA",4,"yellow"
"ZDHHC17",6,"red"
"STAU1",3,"brown"
"RBMY1A1",1,"turquoise"
"RAB39B",2,"blue"
"ZMYM6",1,"turquoise"
"PROSC",2,"blue"
"OXSR1",3,"brown"
"SGCE",1,"turquoise"
